route_id,route_id,valley metro survey ID,route_type,route_name,total_c,white_c,black_c,asian_c,latino_c,other_c,poc_c,male_c,female_c,pct_white_c,pct_black_c,pct_asian_c,pct_latino_c,pct_other_c,pct_poc_c,totalhhs_c,totalhhs_cv_c,below15k_c,below15k_cv_c,below15k_prop_c,below15k_prop_moe_c,below20k_c,below20k_cv_c,below20k_prop_c,below20k_prop_moe_c,below25k_c,below25k_cv_c,below25k_prop_c,below25k_prop_moe_c,above50k_c,above50k_cv_c,above50k_prop_c,above50k_prop_moe_c,above100k_c,above100k_cv_c,above100k_prop_c,above100k_prop_moe_c,total_r,white_r,black_r,aisan_r,amerindian_r,latino_r,other_r,poc_r,pct_white_r,pct_black_r,pct_asian_r,pct_amerindian_r,pct_latino_r,pct_other_r,pct_poc_r,below15_r,below20_r,below25_r,above50_r,above100_r,below15k_prop_r,below20k_prop_r,below25k_prop_r,above50k_prop_r,above100k_prop_r,white_diff,black_diff,asian_diff,latino_diff,poc_diff,below15k_diff,below25k_diff,above50k_diff
05192014download:16,16,B_156,Local,Chandler Blvd,29169,15792,1446,1800,8938,1193,13377,14415,14754,0.541,0.050,0.062,0.306,0.041,0.459,11064,0.003,849.228,0.167,0.077,0.021,1358.523,0.129,0.123,0.026,1808.795,0.112,0.163,0.030,6715.490,0.058,0.607,0.058,2861.051,0.090,0.259,0.038,1177,459,256,21,36,347,57,718,0.389977492,0.217530896,0.018023527,0.030679067,0.29510341,0.048685608,0.610022508,348.71,426.75,523.3,158.87,12.94,0.296182104,0.362466556,0.444472757,0.134938633,0.010990784,0.151,-0.168,0.044,0.011,-0.008,-0.219,-0.281,0.472
05192014download:17,17,B_16,Local,16th Street,46594,18923,4157,1010,20395,2109,27670,23392,23202,0.406,0.089,0.022,0.438,0.045,0.594,17470,0.002,3006.051,0.077,0.172,0.022,3987.408,0.067,0.228,0.025,4937.486,0.060,0.283,0.028,7758.425,0.048,0.444,0.035,2705.830,0.083,0.155,0.021,5203,1812,1302,47,410,1599,33,3391,0.348183826,0.250333944,0.009017926,0.078816522,0.307228371,0.00641941,0.651816174,2013.733907,2542.236566,3446.045679,614.7102347,81.03551714,0.387033232,0.488609757,0.662318985,0.118145346,0.015574768,0.058,-0.161,0.013,0.130,0.039,-0.215,-0.380,0.326
05192014download:18,18,B_17,Local,McDowell,70075,15878,4908,1005,45825,2459,54197,35262,34813,0.227,0.070,0.014,0.654,0.035,0.773,23436,0.002,4841.879,0.066,0.207,0.022,6618.460,0.056,0.282,0.026,8568.960,0.049,0.366,0.029,7671.910,0.051,0.327,0.028,2136.403,0.099,0.091,0.015,7783,1963,1600,0,314,3794,112,5820,0.252231475,0.205579618,0,0.040370193,0.487423182,0.014395533,0.747768525,3154.206765,3956.128913,4784.960732,1084.438222,63.28481529,0.405268761,0.508303856,0.614796445,0.139334218,0.00813116,-0.026,-0.136,0.014,0.167,0.021,-0.199,-0.249,0.188
05192014download:19,19,B_170,Local,Bell,41525,26773,1699,1974,9394,1685,14752,20398,21127,0.645,0.041,0.048,0.226,0.041,0.355,17794,0.002,1850.419,0.103,0.104,0.018,2768.843,0.083,0.156,0.021,3964.748,0.070,0.223,0.025,8768.952,0.046,0.493,0.037,3227.792,0.077,0.181,0.023,2610,1528,222,116,111,597,36,1082,0.585509223,0.084880789,0.044454067,0.042484462,0.228868895,0.013802564,0.414490777,706.32,976.23,1264.26,635.84,82.52,0.270655948,0.374083214,0.484453914,0.243648598,0.031620977,0.059,-0.044,0.003,-0.003,0.027,-0.167,-0.262,0.249
05192014download:21,21,B_186,Local,Union Hills,38019,28849,977,1277,5737,1179,9170,18482,19538,0.759,0.026,0.034,0.151,0.031,0.241,15383,0.002,1176.764,0.120,0.076,0.015,1909.734,0.095,0.124,0.019,2626.472,0.082,0.171,0.023,8527.556,0.042,0.554,0.039,3202.126,0.068,0.208,0.023,2013,1423,344,21,0,225,0,590,0.706719713,0.170856243,0.010634124,0,0.11178992,0,0.293280287,334.270475,489.8607125,802.1111875,593.99,81.8,0.1660285,0.243308474,0.39839988,0.295028356,0.040629168,0.052,-0.145,0.023,0.039,0.031,-0.090,-0.228,0.259
05192014download:22,22,B_19,Local,19th Avenue,51792,22331,3472,1587,21998,2406,29462,25896,25897,0.431,0.067,0.031,0.425,0.046,0.569,19410,0.002,3412.489,0.076,0.176,0.022,4754.556,0.064,0.245,0.026,6069.913,0.057,0.313,0.029,7615.950,0.048,0.392,0.031,3113.751,0.073,0.160,0.019,8966,3865,1663,43,403,2900,92,5101,0.431046982,0.185429112,0.004818224,0.044972318,0.323433297,0.010300068,0.568953018,3665.065591,4399.200343,5339.509056,1003.109656,172.668779,0.408773767,0.490653618,0.595528559,0.111879284,0.019258173,0.000,-0.118,0.026,0.101,0.036,-0.233,-0.283,0.280
05192014download:24,24,B_27,Local,27th Avenue,63610,26661,4022,3382,26456,3089,36949,32771,30839,0.419,0.063,0.053,0.416,0.049,0.581,22797,0.002,4566.841,0.068,0.200,0.022,6321.463,0.059,0.277,0.027,8205.146,0.052,0.360,0.031,7702.564,0.053,0.338,0.030,1777.005,0.108,0.078,0.014,4709,2547,1043,56,174,787,102,2162,0.540803065,0.221477779,0.011924077,0.037012419,0.167221637,0.021561024,0.459196935,1451.334181,1754.157454,2422.644386,759.9715731,58.34913533,0.308204328,0.37251167,0.514471095,0.16138704,0.012390982,-0.122,-0.158,0.041,0.249,0.027,-0.108,-0.155,0.176
05192014download:25,25,B_29,Local,Thomas Road,65360,21687,3099,1125,37118,2332,43673,33053,32307,0.332,0.047,0.017,0.568,0.036,0.668,23838,0.002,4225.263,0.068,0.177,0.020,6003.226,0.057,0.252,0.023,7722.848,0.050,0.324,0.026,9092.317,0.045,0.381,0.028,3115.031,0.079,0.131,0.017,10491,3211,2239,85,393,4543,20,7280,0.306090857,0.213456906,0.008095534,0.03744363,0.433013344,0.001899729,0.693909143,3972.278117,4952.269614,5852.756695,1878.799228,308.2829949,0.378636747,0.472049339,0.557883585,0.179086763,0.029385473,0.026,-0.166,0.009,0.135,0.034,-0.201,-0.234,0.202
05192014download:26,26,B_3,Local,Van Buren,41008,8008,3283,654,27769,1294,33000,21116,19892,0.195,0.080,0.016,0.677,0.032,0.805,12679,0.002,3659.066,0.066,0.289,0.031,4863.950,0.059,0.384,0.037,5846.455,0.054,0.461,0.041,3279.599,0.074,0.259,0.032,848.313,0.150,0.067,0.017,5501,1652,1403,99,209,2139,0,3849,0.30037248,0.2550023,0.017918658,0.037953306,0.388753256,0,0.69962752,2391.067233,2776.638837,3369.922651,700.6801707,144.9570364,0.434660468,0.504751652,0.612601827,0.127373236,0.026351034,-0.105,-0.175,-0.002,0.288,0.032,-0.146,-0.151,0.131
05192014download:27,27,B_30,Local,University,59721,33341,3386,2122,17918,2954,26380,30480,29241,0.558,0.057,0.036,0.300,0.049,0.442,24172,0.002,4529.712,0.066,0.187,0.020,6578.204,0.055,0.272,0.025,8486.925,0.049,0.351,0.028,8315.338,0.047,0.344,0.026,1989.561,0.095,0.082,0.013,3160,1543,390,163,127,920,16,1617,0.488356047,0.123491097,0.05168092,0.04024269,0.291231746,0.0049975,0.511643953,973.5936529,1284.783653,1689.700479,592.3404793,99.17,0.308138122,0.406628392,0.534782792,0.187473164,0.03138687,0.070,-0.067,-0.016,0.009,0.044,-0.121,-0.184,0.157
05192014download:28,28,B_35,Local,35th Avenue,61409,25207,3357,1843,28659,2343,36202,31690,29719,0.410,0.055,0.030,0.467,0.038,0.590,20404,0.002,3065.932,0.081,0.150,0.020,4375.513,0.068,0.214,0.024,5907.962,0.059,0.290,0.028,7919.726,0.050,0.388,0.032,2070.161,0.098,0.101,0.016,6587,2356,1298,0,233,2462,238,4231,0.357698596,0.19709554,0,0.035372113,0.373739015,0.036094737,0.642301404,2615.35202,3165.926377,3882.763718,962.1786379,213.7216007,0.397039017,0.480622221,0.589445963,0.146069232,0.032445275,0.053,-0.142,0.030,0.093,0.002,-0.247,-0.300,0.242
05192014download:29,29,B_39,Local,40th Street,14143,10923,269,308,2257,387,3220,6829,7314,0.772,0.019,0.022,0.160,0.027,0.228,6113,0.003,431.935,0.219,0.071,0.025,666.714,0.170,0.109,0.030,1014.632,0.147,0.166,0.040,3683.142,0.066,0.603,0.065,1605.415,0.105,0.263,0.045,636,384,59,4,39,149,0,251,0.604683716,0.092856469,0.006951653,0.060724733,0.234783429,0,0.395316284,137.43,218.68,328.66,142.53,24.85,0.216146079,0.343933818,0.516907301,0.224167217,0.039083388,0.168,-0.074,0.015,-0.075,0.027,-0.145,-0.351,0.378
05192014download:30,30,B_40,Local,Apache/Main St,33023,17616,1177,406,12210,1614,15408,15914,17109,0.533,0.036,0.012,0.370,0.049,0.467,15492,0.002,2562.241,0.088,0.165,0.024,4000.302,0.071,0.258,0.030,5681.224,0.061,0.367,0.037,4352.308,0.068,0.281,0.032,935.167,0.153,0.060,0.015,2084,1119,280,199,75,391,20,965,0.537038192,0.13425115,0.095271914,0.036061672,0.187731834,0.009645238,0.462961808,550.4137827,687.3285304,889.7413706,458.7723135,94.62019258,0.264119474,0.329818867,0.426947926,0.220144746,0.045404087,-0.004,-0.099,-0.083,0.182,0.039,-0.099,-0.060,0.061
05192014download:31,31,B_41,Local,Indian School,71820,24084,3673,1729,39422,2912,47736,36182,35639,0.335,0.051,0.024,0.549,0.041,0.665,25749,0.002,4819.860,0.068,0.187,0.021,6794.830,0.057,0.264,0.025,8548.972,0.050,0.332,0.027,9369.236,0.043,0.364,0.025,3172.634,0.073,0.123,0.015,9387,3596,1393,91,355,3831,120,5791,0.383073966,0.148430376,0.00973052,0.037787527,0.408164091,0.01281352,0.616926034,3591.425666,4517.957457,5366.119931,1648.767666,235.1070473,0.382595682,0.481299399,0.571654408,0.175643727,0.025046026,-0.048,-0.097,0.014,0.141,0.028,-0.195,-0.240,0.188
05192014download:32,32,B_43,Local,43rd Avenue,44408,17569,2513,965,21885,1476,26840,22046,22362,0.396,0.057,0.022,0.493,0.033,0.604,15573,0.002,2776.043,0.078,0.178,0.023,3947.773,0.066,0.253,0.028,5199.021,0.058,0.334,0.032,5927.876,0.055,0.381,0.034,1756.268,0.098,0.113,0.018,2747,1552,474,22,132,566,0,1195,0.565140627,0.172462122,0.008118006,0.048176543,0.206102702,0,0.434859373,901.12,1134.08,1341.19,460.73,123.5,0.328040248,0.412846107,0.488241633,0.167722371,0.044958463,-0.170,-0.116,0.014,0.287,0.033,-0.150,-0.154,0.213
05192014download:33,33,B_44,Local,44th Street/Tatum,25373,17767,1014,1438,4249,905,7606,12472,12902,0.700,0.040,0.057,0.167,0.036,0.300,11316,0.003,1328.431,0.147,0.117,0.028,1802.879,0.122,0.159,0.032,2290.503,0.106,0.202,0.035,6486.785,0.050,0.573,0.047,3365.297,0.069,0.297,0.034,2459,1270,370,19,92,709,0,1189,0.51653526,0.150283212,0.007640417,0.03727092,0.288270192,0,0.48346474,501.82,621.26,1008.75,786.96,129.77,0.204050763,0.252617625,0.410179361,0.319994795,0.052767262,0.184,-0.110,0.049,-0.121,0.036,-0.087,-0.208,0.253
05192014download:34,34,B_45,Local,Broadway,62483,27027,4339,1131,26928,3057,35456,31403,31080,0.433,0.069,0.018,0.431,0.049,0.567,24484,0.002,4594.619,0.064,0.188,0.020,6667.600,0.053,0.272,0.024,8804.021,0.046,0.360,0.027,7896.928,0.049,0.323,0.026,1992.494,0.097,0.081,0.013,4825,1547,1385,18,204,1641,31,3278,0.320625163,0.287035387,0.003670482,0.042319346,0.3400097,0.006339923,0.679374837,1851.940623,2211.290104,2835.265935,424.5693588,68.38157518,0.383821891,0.458298467,0.587619883,0.087993649,0.014172347,0.112,-0.218,0.014,0.091,0.043,-0.196,-0.228,0.235
05192014download:35,35,B_48,Local,48th Street,10552,4464,738,324,4419,607,6088,5653,4899,0.423,0.070,0.031,0.419,0.058,0.577,3859,0.005,697.439,0.173,0.181,0.051,958.024,0.153,0.248,0.062,1221.932,0.133,0.317,0.069,1290.874,0.121,0.334,0.067,275.520,0.260,0.071,0.030,1296,519,351,0,16,409,0,776,0.400899823,0.27115858,0,0.012339772,0.315601824,0,0.599100177,380.86,486.5,618.73,222.67,93.84,0.293916546,0.375440844,0.477485125,0.171838464,0.072418024,0.022,-0.201,0.031,0.103,0.058,-0.113,-0.161,0.163
05192014download:36,36,B_50,Local,Camelback,61971,26627,3633,2073,27083,2555,35344,31194,30777,0.430,0.059,0.033,0.437,0.041,0.570,24716,0.002,4017.909,0.070,0.163,0.019,5528.896,0.059,0.224,0.022,7028.747,0.052,0.284,0.024,10170.581,0.041,0.412,0.028,3574.775,0.067,0.145,0.016,6177,2393,1112,178,477,1734,282,3784,0.387468755,0.179979408,0.028892479,0.077240879,0.280794685,0.045623794,0.612531245,2215.876038,2570.219197,3322.113112,1196.214099,181.8395031,0.358726545,0.416090899,0.537814453,0.193654223,0.029437864,0.042,-0.121,0.005,0.156,-0.004,-0.196,-0.253,0.218
05192014download:37,37,B_51,Local,51st Avenue,31242,11736,1661,646,16089,1110,19506,15294,15947,0.376,0.053,0.021,0.515,0.036,0.624,10769,0.003,1988.470,0.098,0.185,0.030,2888.385,0.081,0.268,0.036,3499.337,0.073,0.325,0.039,4120.171,0.069,0.383,0.043,1006.217,0.142,0.093,0.022,1148,519,209,0,0,322,98,629,0.452066605,0.18243255,0,0,0.280145612,0.085355233,0.547933395,272.5693637,383.6101563,515.7123797,322.288891,61.048415,0.237372947,0.334075231,0.449119319,0.280672276,0.053165337,-0.076,-0.129,0.021,0.235,-0.050,-0.053,-0.124,0.102
05192014download:40,40,B_52,Local,Roeser,20013,1876,3318,221,14060,538,18137,10090,9923,0.094,0.166,0.011,0.703,0.027,0.906,5632,0.004,1495.296,0.103,0.265,0.045,1808.918,0.093,0.321,0.049,2368.795,0.081,0.421,0.056,1620.084,0.096,0.288,0.045,391.723,0.210,0.070,0.024,850,209,363,0,0,278,0,641,0.245733708,0.426911452,0,0,0.32735484,0,0.754266292,207.7825262,245.8434415,412.3424885,193.5489715,0,0.244367345,0.289129747,0.484944722,0.227627651,0,-0.152,-0.261,0.011,0.375,0.027,0.021,-0.064,0.060
05192014download:49,49,B_56,Local,Priest,16847,5945,1298,737,6271,2596,10902,8618,8229,0.353,0.077,0.044,0.372,0.154,0.647,6073,0.004,823.214,0.147,0.136,0.033,1265.524,0.124,0.208,0.042,1549.311,0.111,0.255,0.047,2703.012,0.083,0.445,0.061,565.393,0.158,0.093,0.024,1866,762,453,0,156,495,0,1104,0.408185799,0.242658134,0,0.083696474,0.265459594,0,0.591814201,323.66,418.25,557.44,489.19,112.53,0.173481913,0.224182197,0.298788103,0.262206071,0.060316133,-0.055,-0.166,0.044,0.107,0.154,-0.038,-0.044,0.183
05192014download:55,55,B_59,Local,59th Avenue,43026,15655,2186,1194,22690,1302,27372,21336,21690,0.364,0.051,0.028,0.527,0.030,0.636,13824,0.003,2357.367,0.085,0.171,0.024,3360.329,0.073,0.243,0.029,4323.895,0.067,0.313,0.034,5515.132,0.057,0.399,0.037,1617.349,0.103,0.117,0.020,2828,1464,385,0,77,845,57,1364,0.51768242,0.136017256,0,0.027355505,0.298838381,0.020106438,0.48231758,691.9092486,873.0017486,1216.997026,430.6633843,27.68,0.244666522,0.30870277,0.430343185,0.152287186,0.009787945,-0.154,-0.085,0.028,0.229,0.010,-0.074,-0.118,0.247
05192014download:56,56,B_60,Local,Bethany Home,41456,14079,3213,1000,21318,1846,27377,20477,20980,0.340,0.078,0.024,0.514,0.045,0.660,14477,0.002,2735.427,0.088,0.189,0.027,3852.672,0.075,0.266,0.033,4855.296,0.067,0.335,0.037,5556.243,0.057,0.384,0.036,1669.051,0.101,0.115,0.019,2838,1161,848,21,35,697,75,1677,0.409098918,0.298951345,0.007350454,0.012452782,0.245588318,0.026558183,0.590901082,933.4138225,1181.020999,1504.517725,625.5748052,41.0786963,0.328905626,0.416154594,0.530144649,0.220432854,0.014474838,-0.069,-0.221,0.017,0.269,0.018,-0.140,-0.195,0.163
05192014download:57,57,B_61,Local,Southern,66211,27233,5624,1556,28948,2850,38978,33124,33088,0.411,0.085,0.024,0.437,0.043,0.589,23556,0.002,3235.891,0.077,0.137,0.017,4424.026,0.066,0.188,0.020,5983.598,0.056,0.254,0.024,10683.444,0.041,0.454,0.030,3071.207,0.074,0.130,0.016,7049,3148,1243,42,246,2112,259,3901,0.446523393,0.17629526,0.005959736,0.034840551,0.299633847,0.036747213,0.553476607,2285.481446,2921.784296,3620.325003,1184.10637,214.1646079,0.324227755,0.414496283,0.513594127,0.167982178,0.030382268,-0.035,-0.091,0.018,0.138,0.006,-0.187,-0.260,0.286
05192014download:58,58,B_62,Local,Hardy,30024,16906,2038,2006,7076,1999,13118,16437,13587,0.563,0.068,0.067,0.236,0.067,0.437,11748,0.003,2111.321,0.107,0.180,0.031,2877.259,0.092,0.245,0.037,3545.789,0.083,0.302,0.041,4737.140,0.065,0.403,0.043,1334.346,0.116,0.114,0.022,1502,710,292,172,32,264,32,792,0.472572182,0.194125559,0.114725389,0.021508097,0.175673876,0.021394897,0.527427818,515.9601057,672.0634759,776.3684533,287.237985,66.8373825,0.343564178,0.447509281,0.516963204,0.191264172,0.044505244,0.091,-0.126,-0.048,0.060,0.045,-0.164,-0.215,0.212
05192014download:59,59,B_65,Local,Mill/Kyrene,18126,10216,1619,1068,3996,1227,7910,9649,8477,0.564,0.089,0.059,0.220,0.068,0.436,7228,0.003,1428.384,0.133,0.198,0.043,1763.955,0.120,0.244,0.048,2409.673,0.104,0.333,0.057,2897.890,0.081,0.401,0.054,755.389,0.152,0.105,0.026,987,530,176,97,12,172,0,457,0.536884457,0.17875204,0.098274097,0.012049902,0.174039504,0,0.463115543,297.85,369.25,495.3,91.64,0,0.301855624,0.374215844,0.501961023,0.092872417,0,0.027,-0.089,-0.039,0.046,0.068,-0.104,-0.169,0.308
05192014download:60,60,B_66,Local,Mill/68th Street,21370,12918,1375,1597,4244,1236,8452,11171,10199,0.604,0.064,0.075,0.199,0.058,0.396,8608,0.003,1388.843,0.134,0.161,0.035,1709.377,0.121,0.199,0.040,2370.560,0.103,0.275,0.047,4148.291,0.066,0.482,0.053,1631.948,0.103,0.190,0.032,1013,408,207,70,18,310,0,605,0.402798749,0.204665897,0.068587106,0.018217525,0.305730724,0,0.597201251,373.3325843,382.7325843,534.3151686,133.6225843,7.9,0.36842222,0.377698584,0.527287434,0.131865075,0.007796093,0.202,-0.140,0.006,-0.107,0.058,-0.207,-0.252,0.350
05192014download:61,61,B_67,Local,67th Avenue,47271,14998,2861,964,27032,1415,32272,22951,24320,0.317,0.061,0.020,0.572,0.030,0.683,15165,0.002,2374.087,0.094,0.157,0.024,3637.224,0.076,0.240,0.030,4697.779,0.066,0.310,0.033,5371.588,0.058,0.354,0.034,1275.248,0.115,0.084,0.016,2411,942,465,23,45,917,19,1469,0.390676455,0.192808262,0.00941479,0.018580731,0.380457053,0.00806271,0.609323545,895.9424651,1059.451778,1199.875094,502.8464477,46.87814476,0.371585105,0.439399309,0.497638777,0.208551617,0.019442343,-0.073,-0.132,0.011,0.191,0.022,-0.215,-0.188,0.146
05192014download:63,63,B_7,Local,7th Street,50038,25509,2882,910,18663,2074,24529,25245,24793,0.510,0.058,0.018,0.373,0.041,0.490,20895,0.002,4011.843,0.069,0.192,0.022,5295.570,0.059,0.253,0.025,6685.101,0.053,0.320,0.028,8896.137,0.043,0.426,0.030,3341.692,0.069,0.160,0.018,5148,2083,1015,46,166,1824,14,3066,0.40456147,0.197092655,0.008934919,0.032334694,0.35432586,0.002750401,0.59543853,2332.088839,2811.298646,3165.927017,724.3104739,118.6934849,0.452976813,0.546056857,0.614938637,0.140687544,0.023054609,0.105,-0.139,0.009,0.019,0.039,-0.261,-0.295,0.285
05192014download:64,64,B_70,Local,Glendale/24th St.,63231,24682,5431,1892,28557,2668,38549,31996,31235,0.390,0.086,0.030,0.452,0.042,0.610,22389,0.002,4613.619,0.067,0.206,0.023,5970.611,0.059,0.267,0.026,7612.495,0.051,0.340,0.029,8853.093,0.045,0.395,0.029,3140.064,0.073,0.140,0.017,7971,3463,1601,0,552,2168,187,4508,0.43444405,0.200823472,0,0.069248651,0.272004095,0.023479732,0.56555595,2539.050915,3146.800075,3830.651738,1771.442024,335.2072101,0.318529664,0.394773167,0.4805639,0.222231397,0.042052501,-0.044,-0.115,0.030,0.180,0.019,-0.112,-0.141,0.173
