route_id,route_id,valley metro survey ID,route_type,route_name,total_c,white_c,black_c,asian_c,latino_c,other_c,poc_c,male_c,female_c,pct_white_c,pct_black_c,pct_asian_c,pct_latino_c,pct_other_c,pct_poc_c,totalhhs_c,totalhhs_cv_c,below15k_c,below15k_cv_c,below15k_prop_c,below15k_prop_moe_c,below20k_c,below20k_cv_c,below20k_prop_c,below20k_prop_moe_c,below25k_c,below25k_cv_c,below25k_prop_c,below25k_prop_moe_c,above50k_c,above50k_cv_c,above50k_prop_c,above50k_prop_moe_c,above100k_c,above100k_cv_c,above100k_prop_c,above100k_prop_moe_c,total_r,white_r,black_r,aisan_r,amerindian_r,latino_r,other_r,poc_r,pct_white_r,pct_black_r,pct_asian_r,pct_amerindian_r,pct_latino_r,pct_other_r,pct_poc_r,below15_r,below20_r,below25_r,above50_r,above100_r,below15k_prop_r,below20k_prop_r,below25k_prop_r,above50k_prop_r,above100k_prop_r,white_diff,black_diff,asian_diff,latino_diff,poc_diff,below15k_diff,below25k_diff,above50k_diff
05192014download:65,65,B_72,Local,Scottsdale/Rural,49807,34237,1872,3250,8223,2225,15570,25207,24600,0.687,0.038,0.065,0.165,0.045,0.313,18522,0.002,2175.347,0.094,0.117,0.018,2830.336,0.084,0.153,0.021,3620.332,0.074,0.195,0.024,10413.454,0.042,0.562,0.039,4869.593,0.058,0.263,0.025,4725,2411,651,206,182,1185,89,2314,0.51032562,0.137843535,0.043660082,0.038534308,0.250767173,0.018869282,0.48967438,1446.709458,1849.766099,2204.320099,1031.067921,311.4303525,0.306169986,0.39146966,0.466504625,0.218206945,0.065908622,0.177,-0.100,0.022,-0.086,0.026,-0.189,-0.271,0.344
05192014download:66,66,B_77,Local,Baseline,42534,16952,5473,2106,15684,2319,25582,21095,21439,0.399,0.129,0.050,0.369,0.055,0.601,15803,0.002,1804.848,0.111,0.114,0.021,2327.612,0.100,0.147,0.024,2915.680,0.089,0.185,0.027,8163.790,0.048,0.517,0.041,2745.552,0.080,0.174,0.023,2679,670,843,68,159,841,97,2009,0.24992068,0.314851382,0.025505691,0.059469729,0.314082441,0.036170078,0.75007932,1046.406984,1125.96873,1508.218095,383.449365,49.28,0.390592294,0.420290303,0.562972509,0.143130129,0.018394744,0.149,-0.186,0.024,0.055,0.018,-0.276,-0.378,0.373
05192014download:67,67,B_8,Local,7th Avenue,37372,15675,3331,730,16086,1549,21697,19841,17531,0.419,0.089,0.020,0.430,0.041,0.581,14644,0.002,3423.020,0.069,0.234,0.026,4375.954,0.062,0.299,0.030,5150.631,0.057,0.352,0.033,5929.594,0.052,0.405,0.034,2551.481,0.075,0.174,0.022,2683,891,804,31,174,767,16,1792,0.332077174,0.299841955,0.011599908,0.064694086,0.285897465,0.005889413,0.667922826,1055.78094,1186.354747,1458.946168,402.1657108,83.9019036,0.393537307,0.442208071,0.543815223,0.14990535,0.031274034,0.087,-0.211,0.008,0.145,0.036,-0.160,-0.192,0.255
05192014download:68,68,B_80,Local,Northern,38677,26320,1677,1269,8044,1366,12356,18697,19980,0.681,0.043,0.033,0.208,0.035,0.319,16740,0.002,2035.071,0.101,0.122,0.020,2791.107,0.085,0.167,0.023,3587.417,0.074,0.214,0.026,9350.217,0.044,0.559,0.041,4472.624,0.062,0.267,0.027,1559,725,342,20,76,397,0,834,0.4648115,0.219245745,0.012617953,0.048893764,0.254431037,0,0.5351885,675.32,843.63,1050.19,43.46,0,0.433205678,0.541173527,0.673678066,0.027878811,0,0.216,-0.176,0.020,-0.046,0.035,-0.312,-0.459,0.531
05192014download:69,69,B_81,Local,Hayden/McClintock,48803,35756,1648,2174,7143,2082,13047,23614,25189,0.733,0.034,0.045,0.146,0.043,0.267,23579,0.002,2365.609,0.100,0.100,0.016,3678.410,0.081,0.156,0.021,4885.876,0.072,0.207,0.025,12984.228,0.039,0.551,0.035,5738.735,0.054,0.243,0.022,2816,1638,386,169,26,500,98,1178,0.5815421,0.136962319,0.060130751,0.009151181,0.177491007,0.034722641,0.4184579,714.9832008,878.3343118,1176.619021,787.6106082,191.9833068,0.253894963,0.311901954,0.417824702,0.279685405,0.068174461,0.151,-0.103,-0.016,-0.031,0.008,-0.154,-0.211,0.271
05192014download:70,70,B_90,Local,Dunlap/Cave Creek,46846,24923,2418,2076,15289,2140,21923,23236,23609,0.532,0.052,0.044,0.326,0.046,0.468,18851,0.002,2871.754,0.087,0.152,0.022,3971.456,0.073,0.211,0.025,5155.614,0.063,0.273,0.028,7480.108,0.050,0.397,0.032,2094.268,0.092,0.111,0.017,3019,1690,349,17,110,821,32,1328,0.55999523,0.115458768,0.005644739,0.036601363,0.27186177,0.01043813,0.44000477,1158.278504,1509.362859,1714.321496,428.0605304,87.78,0.383691293,0.499991483,0.567886073,0.141799315,0.029077999,-0.028,-0.064,0.039,0.055,0.035,-0.231,-0.294,0.255
05192014download:71,71,B_96,Local,Dobson,34922,21119,2041,2156,7553,2053,13802,17231,17691,0.605,0.058,0.062,0.216,0.059,0.395,15069,0.002,1621.371,0.113,0.108,0.020,2287.793,0.096,0.152,0.024,3148.074,0.082,0.209,0.028,7928.164,0.047,0.526,0.040,3215.583,0.071,0.213,0.025,2441,1444,311,49,123,515,0,997,0.591639898,0.127237118,0.020043923,0.050191753,0.210887308,0,0.408360102,795.9122961,1071.777382,1324.064298,432.8207173,0,0.326104469,0.43913305,0.542501086,0.17733709,0,0.013,-0.069,0.042,0.005,0.059,-0.219,-0.334,0.349
05192014download:81,81,B_GRAND,Local,Grand Avenue Limited,8587,3206,1097,100,3722,462,5381,5591,2996,0.373,0.128,0.012,0.433,0.054,0.627,2073,0.006,497.611,0.188,0.240,0.074,682.544,0.159,0.329,0.086,819.076,0.147,0.395,0.096,684.798,0.143,0.330,0.078,220.977,0.244,0.107,0.043,124,79,14,0,0,28,3,45,0.635530547,0.114951768,0,0,0.227009646,0.022508039,0.364469453,22.64,28.24,33.96,59.46,5.72,0.181993569,0.227009646,0.272990354,0.477974277,0.045980707,-0.262,0.013,0.012,0.206,0.031,0.058,0.122,-0.148
05192014download:103,103,B_0,Local,Central,34830,14403,2563,536,16156,1172,20427,18513,16317,0.414,0.074,0.015,0.464,0.034,0.586,13367,0.002,2746.922,0.079,0.206,0.027,3633.150,0.068,0.272,0.030,4461.114,0.062,0.334,0.034,5994.045,0.051,0.448,0.037,2635.453,0.075,0.197,0.024,5362,1646,1136,45,170,2317,46,3715,0.307066246,0.211892271,0.008470767,0.031738335,0.432197495,0.008634886,0.692933754,2453.391594,2840.700855,3332.233739,526.9795554,41.99812717,0.457551584,0.529783822,0.621453513,0.098280409,0.007832549,0.106,-0.138,0.007,0.032,0.025,-0.252,-0.288,0.350
05192014download:72,72,B_ALEX,Neighborhood,Phoenix ALEX - Ahwautukee Circulator,33843,23191,2179,2011,4875,1588,10652,16448,17395,0.685,0.064,0.059,0.144,0.047,0.315,14236,0.002,810.558,0.164,0.057,0.015,1154.394,0.134,0.081,0.018,1582.492,0.112,0.111,0.021,9558.198,0.041,0.671,0.046,4413.603,0.058,0.310,0.029,545,289,122,22,33,56,22,256,0.530634714,0.224489421,0.040809586,0.061214379,0.102042314,0.040809586,0.469365286,44.48979592,77.85714286,88.97959184,255.8163265,66.73469388,0.081632653,0.142857143,0.163265306,0.469387755,0.12244898,0.155,-0.160,0.019,0.042,0.006,-0.025,-0.052,0.202
05192014download:76,76,B_DASH,Neighborhood,Downtown Area Shuttle (Government Loop),5828,2377,937,77,2077,360,3451,4232,1596,0.408,0.161,0.013,0.356,0.062,0.592,991,0.009,351.584,0.215,0.355,0.125,458.123,0.184,0.462,0.140,530.479,0.174,0.536,0.153,264.875,0.226,0.267,0.099,81.860,0.373,0.083,0.051,1945,990,601,53,88,212,0,955,0.509095209,0.309093153,0.027270203,0.045450339,0.109091096,0,0.490904791,1060.909091,1184.681818,1343.818182,282.9090909,17.68181818,0.545454545,0.609090909,0.690909091,0.145454545,0.009090909,-0.101,-0.148,-0.014,0.247,0.062,-0.191,-0.155,0.122
05192014download:77,77,B_ORB_EAR,Neighborhood,Orbit Earth,9829,6345,296,365,2346,478,3484,5208,4621,0.645,0.030,0.037,0.239,0.049,0.355,3959,0.004,779.251,0.142,0.197,0.046,896.539,0.131,0.226,0.049,1111.032,0.118,0.281,0.054,1624.096,0.104,0.410,0.070,333.676,0.245,0.084,0.034,1608,999,102,85,17,372,34,609,0.621062582,0.063154163,0.052631579,0.010522584,0.231577704,0.021051388,0.378937418,507.7894737,626.2736842,914.0210526,304.6736842,50.77894737,0.315789474,0.389473684,0.568421053,0.189473684,0.031578947,0.024,-0.033,-0.015,0.007,0.028,-0.119,-0.288,0.221
05192014download:78,78,B_FLASH,Neighborhood,FLASH McAllister,9311,6395,416,671,1369,459,2916,4727,4583,0.687,0.045,0.072,0.147,0.049,0.313,721,0.012,251.402,0.253,0.349,0.145,327.035,0.225,0.454,0.168,358.759,0.217,0.498,0.177,180.392,0.333,0.250,0.137,67.585,0.426,0.094,0.066,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.048,-0.001,-0.013,-0.030,0.034,0.033,0.074,-0.119
05192014download:79,79,B_FLASH,Neighborhood,FLASH Back,10115,6898,521,679,1494,523,3217,5283,4832,0.682,0.052,0.067,0.148,0.052,0.318,839,0.011,248.352,0.254,0.296,0.124,317.455,0.228,0.378,0.142,382.502,0.213,0.456,0.159,275.026,0.235,0.328,0.127,111.378,0.380,0.133,0.083,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.043,0.005,-0.017,-0.029,0.036,-0.019,0.033,-0.041
05192014download:80,80,B_FLASH,Neighborhood,FLASH Forward,10281,7058,520,671,1506,525,3223,5347,4934,0.687,0.051,0.065,0.147,0.051,0.313,867,0.011,254.231,0.251,0.293,0.121,324.859,0.225,0.375,0.138,392.514,0.210,0.453,0.156,289.222,0.228,0.334,0.125,119.819,0.365,0.138,0.083,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.048,0.004,-0.019,-0.030,0.036,-0.022,0.030,-0.036
05192014download:82,82,B_GUS,Neighborhood,Glendale Urban Shuttle,10612,2573,708,297,6737,297,8038,5283,5329,0.243,0.067,0.028,0.635,0.028,0.757,3282,0.005,638.539,0.166,0.195,0.053,1006.917,0.134,0.307,0.068,1231.104,0.121,0.375,0.075,1018.727,0.140,0.310,0.071,180.279,0.315,0.055,0.028,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,-0.239,-0.044,0.028,0.227,0.028,-0.398,-0.366,0.236
05192014download:83,83,B_GUS,Neighborhood,Glendale Urban Shuttle,10579,2605,669,290,6720,294,7974,5266,5313,0.246,0.063,0.027,0.635,0.028,0.754,3294,0.005,639.771,0.167,0.194,0.053,1002.755,0.135,0.304,0.068,1238.148,0.122,0.376,0.075,1011.026,0.141,0.307,0.071,178.300,0.318,0.054,0.028,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,-0.235,-0.048,0.027,0.228,0.028,-0.398,-0.365,0.233
05192014download:84,84,B_GUS,Neighborhood,Glendale Urban Shuttle,14162,7856,1095,766,3839,606,6306,6688,7474,0.555,0.077,0.054,0.271,0.043,0.445,5682,0.004,903.142,0.150,0.159,0.039,1354.419,0.124,0.238,0.049,1611.339,0.112,0.284,0.052,2442.764,0.092,0.430,0.065,728.828,0.171,0.128,0.036,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,0.073,-0.034,0.054,-0.136,0.043,-0.434,-0.457,0.356
05192014download:88,88,B_ORB_JUP,Neighborhood,Orbit Jupiter,7998,5531,439,333,1238,457,2467,4253,3745,0.692,0.055,0.042,0.155,0.057,0.308,2802,0.006,422.554,0.203,0.151,0.050,525.477,0.188,0.188,0.058,722.855,0.171,0.258,0.073,1555.498,0.108,0.555,0.098,549.052,0.169,0.196,0.054,1734,1156,231,50,17,281,0,578,0.666672434,0.133329873,0.028570275,0.009521503,0.161905915,0,0.333327566,594.5142857,743.1428571,842.2285714,412.8571429,82.57142857,0.342857143,0.428571429,0.485714286,0.238095238,0.047619048,0.025,-0.078,0.013,-0.007,0.057,-0.192,-0.228,0.317
05192014download:91,91,B_ORB_MAR,Neighborhood,Orbit Mars,19976,12623,1013,1845,3407,1088,7352,10567,9409,0.632,0.051,0.092,0.171,0.054,0.368,5602,0.004,1299.672,0.114,0.232,0.043,1791.332,0.100,0.320,0.052,2056.449,0.092,0.367,0.056,2004.419,0.095,0.358,0.056,637.536,0.147,0.114,0.027,2061,890,328,211,187,445,0,1171,0.431820939,0.159090137,0.102272231,0.09090865,0.215908043,0,0.568179061,866.5568182,1030.5,1217.863636,304.4659091,93.68181818,0.420454545,0.5,0.590909091,0.147727273,0.045454545,0.200,-0.108,-0.010,-0.045,0.054,-0.188,-0.224,0.210
05192014download:92,92,B_MARY,Neighborhood,Maryvale Area Route for You,70544,9014,3244,705,56127,1454,61530,35439,35105,0.128,0.046,0.010,0.796,0.021,0.872,17932,0.002,2826.669,0.086,0.158,0.022,4316.943,0.068,0.241,0.027,5684.786,0.058,0.317,0.030,5854.504,0.055,0.326,0.029,1046.466,0.135,0.058,0.013,1281,225,294,0,0,762,0,1056,0.175676625,0.229728569,0,0,0.594594806,0,0.824323375,467.3918919,675.1216216,891.5067568,129.8310811,25.96621622,0.364864865,0.527027027,0.695945946,0.101351351,0.02027027,-0.048,-0.184,0.010,0.201,0.021,-0.207,-0.379,0.225
05192014download:93,93,B_ORB_MER,Neighborhood,Orbit Mercury,15761,7428,1020,1645,4713,955,8333,9046,6715,0.471,0.065,0.104,0.299,0.061,0.529,5354,0.004,1654.351,0.108,0.309,0.055,2285.936,0.095,0.427,0.067,2566.049,0.089,0.479,0.070,1310.116,0.134,0.245,0.054,312.155,0.284,0.058,0.027,2616,1181,370,278,69,671,46,1435,0.451329903,0.141591297,0.106193472,0.026548368,0.256638048,0.017698912,0.548670097,1319.575221,1527.929204,1713.132743,416.7079646,115.7522124,0.504424779,0.584070796,0.654867257,0.159292035,0.044247788,0.020,-0.077,-0.002,0.042,0.043,-0.195,-0.176,0.085
05192014download:95,95,B_76,Neighborhood,Scottsdale Miller Road Trolley,24520,17887,563,584,4449,1038,6633,11879,12641,0.730,0.023,0.024,0.181,0.042,0.270,12290,0.003,1406.584,0.109,0.114,0.020,2093.249,0.091,0.170,0.025,2868.237,0.079,0.233,0.030,5643.991,0.058,0.459,0.044,1763.603,0.105,0.143,0.025,999,424,90,30,90,274,90,575,0.424270329,0.090323097,0.030107699,0.090323097,0.27465268,0.090323097,0.575729671,60.16,60.16,301.72,150.4,0,0.060215398,0.060215398,0.301997838,0.150538495,0,0.305,-0.067,-0.006,-0.093,-0.048,0.054,-0.069,0.309
05192014download:96,96,B_BUZZ,Neighborhood,Downtown BUZZ,13756,7365,820,143,4500,928,6391,6598,7158,0.535,0.060,0.010,0.327,0.067,0.465,5676,0.004,1004.167,0.135,0.177,0.039,1492.296,0.113,0.263,0.049,2017.040,0.100,0.355,0.059,1863.515,0.099,0.328,0.053,469.173,0.213,0.083,0.029,872,498,224,0,25,125,0,374,0.571435125,0.257138925,0,0.028567169,0.142858781,0,0.428564875,199.3142857,298.9714286,448.4571429,49.82857143,0,0.228571429,0.342857143,0.514285714,0.057142857,0,-0.036,-0.198,0.010,0.184,0.067,-0.052,-0.159,0.271
05192014download:97,97,B_SCOTT_DT,Neighborhood,Scottsdale Downtown Trolley,1598,1345,36,60,112,46,253,905,693,0.841,0.023,0.037,0.070,0.029,0.159,965,0.009,158.725,0.347,0.164,0.094,225.843,0.278,0.234,0.107,266.296,0.254,0.276,0.115,486.623,0.170,0.504,0.141,245.443,0.245,0.254,0.102,352,245,0,0,0,61,46,107,0.695664526,0,0,0,0.173901926,0.130433547,0.304335474,107.1304348,122.4347826,122.4347826,122.4347826,0,0.304347826,0.347826087,0.347826087,0.347826087,0,0.146,0.023,0.037,-0.104,-0.102,-0.140,-0.072,0.156
05192014download:99,99,B_SCOTT_NEIGH,Neighborhood,Scottsdale Neighborhood Trolley,18467,11771,609,456,4781,849,6696,9056,9411,0.637,0.033,0.025,0.259,0.046,0.363,8721,0.003,1131.110,0.132,0.130,0.028,1839.337,0.105,0.211,0.037,2449.152,0.092,0.281,0.042,3566.957,0.078,0.409,0.052,1153.306,0.139,0.132,0.030,1834,939,179,0,112,447,157,895,0.512200309,0.097558848,0,0.060971554,0.243902572,0.085366718,0.487799691,559.1463415,670.9756098,1073.560976,201.2926829,44.73170732,0.304878049,0.365853659,0.585365854,0.109756098,0.024390244,0.125,-0.065,0.025,0.015,-0.039,-0.175,-0.305,0.299
05192014download:101,101,B_SMART,Neighborhood,Sunnyslope Multi Access Residential Transit,18656,6616,909,277,10088,766,12040,9722,8934,0.355,0.049,0.015,0.541,0.041,0.645,6475,0.004,1362.971,0.121,0.211,0.042,1911.136,0.100,0.295,0.048,2472.227,0.090,0.382,0.056,1929.324,0.098,0.298,0.048,391.876,0.205,0.061,0.020,884,386,121,8,32,329,8,498,0.436372275,0.136362094,0.009084019,0.0363587,0.372738894,0.009084019,0.563627725,490.2181818,570.5818182,626.8363636,144.6545455,16.07272727,0.554545455,0.645454545,0.709090909,0.163636364,0.018181818,-0.082,-0.088,0.006,0.168,0.032,-0.344,-0.327,0.134
05192014download:102,102,B_ORB_VEN,Neighborhood,Orbit Venus,10152,5829,768,426,2441,689,4324,5794,4359,0.574,0.076,0.042,0.240,0.068,0.426,3763,0.005,818.449,0.163,0.218,0.058,1145.712,0.141,0.304,0.071,1405.527,0.126,0.374,0.077,1146.441,0.138,0.305,0.069,172.810,0.315,0.046,0.024,1881,974,221,44,66,553,22,907,0.517655878,0.117647372,0.023525221,0.03529049,0.294121087,0.011759952,0.482344122,597.4941177,885.1764706,1150.729412,243.4235294,22.12941177,0.317647059,0.470588235,0.611764706,0.129411765,0.011764706,0.056,-0.042,0.018,-0.054,0.056,-0.100,-0.238,0.175
05192014download:85,85,B_I10E,Rapid,I-10 East Rapid,6927,3417,994,178,1927,411,3510,4865,2062,0.493,0.144,0.026,0.278,0.059,0.507,1565,0.007,437.644,0.188,0.280,0.086,602.940,0.157,0.385,0.099,682.787,0.152,0.436,0.109,641.772,0.153,0.410,0.103,281.472,0.223,0.180,0.066,839,583,93,100,7,37,20,256,0.695136927,0.111079319,0.118840683,0.007749443,0.043921456,0.023272172,0.304863073,43.35576923,75.85096154,104.0365385,587.3711538,292.5865385,0.051687851,0.090427947,0.124030208,0.700251733,0.348815616,-0.202,0.032,-0.093,0.234,0.036,0.228,0.312,-0.290
05192014download:87,87,B_I17,Rapid,I-17 Rapid,6756,3107,1014,133,2048,453,3648,4801,1955,0.460,0.150,0.020,0.303,0.067,0.540,1349,0.008,457.253,0.191,0.339,0.106,655.219,0.174,0.486,0.139,713.131,0.168,0.529,0.146,387.725,0.202,0.287,0.096,100.119,0.329,0.074,0.040,932,754,3,6,0,168,0,178,0.809216313,0.003453972,0.006907944,0,0.180421771,0,0.190783687,64.06,97.7,100.92,450.2,144.22,0.068714736,0.10479909,0.108253062,0.482912492,0.154699333,-0.349,0.147,0.013,0.123,0.067,0.270,0.420,-0.196
05192014download:62,62,B_685,Rural,Ajo/Gila Bend,3196,1056,238,71,1709,121,2139,1626,1569,0.331,0.075,0.022,0.535,0.038,0.669,1011,0.009,108.718,0.403,0.108,0.071,175.555,0.332,0.174,0.095,202.366,0.309,0.200,0.102,514.929,0.196,0.509,0.164,186.449,0.379,0.184,0.115,45,17,0,6,6,17,0,28,0.37505558,0,0.12494442,0.12494442,0.37505558,0,0.62494442,33.75,39.375,39.375,0,0,0.75,0.875,0.875,0,0,-0.045,0.075,-0.103,0.160,0.038,-0.642,-0.675,0.509
